marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
us,23229894,r1ju1fo9ey8a4k,b000056w6f,13950345,philips avent 2 count bpa free classic nipple,baby,5,0,0,n,y,looks great in the package and hoping my daughter will love it!,looks great in the package and hoping my daughter will love it! my son loved these nipples so we are hoping our daughter is the same.,1/15/2013
us,17627530,r1tl99cbcr3r1h,b006wc1n0q,13998191,"genuine inspired by finn baltic amber necklaces (11.5-12.5, raw amber - diversity)",baby,5,6,7,n,y,has helped so much,my 7 mo baby boy wears this continuously except when bathing or sleeping.  this necklace has been a lifesaver while he's been teething. i know it works because one day after bathing him i forgot to put it on......after about 24 hours without it he was fussy....put the necklace back on & within a few hours he was fine.,7/22/2013
us,46819495,r1hhqeiqql3id4,b00oe88jha,14166991,belly doodles 24 bow tie boy baby monthly stickers 2.9x2.3,Baby,5,0,0,N,Y,Five Stars,Adorable!,5/18/2015
us,15046694,r1sao9xnj3soq2,b0036efa84,14485891,"badger basket embassy wood baby high chair with tray,.",baby,2,1,1,n,n,badger basket safety harness a death trap,"architecturally speaking, this chair is beautiful. practically speaking, it's kind of a nightmare, particularly around the 5-point &#34;harness&#34; and its installation. the only time it kind of worked was when the attachment to the tray was installed. but it only works attached to the tray when the seat is on the highest rung, and our baby was lowered at 6 months because he's so tall. the straps fall out the back, they do not stay in place, and our baby was slipping down through the front and out the back while we were trying to just strap him in! death hazard right there if we weren't standing right over him. seriously. a baby could hang himself or asphyxiate if unattended with this ridiculously cheap, incredibly poorly designed basic safety feature. if you have an older child, it would be a great chair, but badger basket has nothing on stokke or svan, and it shows in the price. do not cheap out and save $50-200 by buying this one if it is the aesthetic &#34;look&#34; you want. otherwise, chicco makes some nice, easy to use, can always find the straps, adjustable high chairs with seats that tilt and washable covers. but they're basic and a lot less sleek.",3/10/2015
us,16455045,r18xar9y20i52h,b0036efa84,14485891,"badger basket embassy wood baby high chair with tray,.",baby,1,6,9,n,n,safety hazard,"i tried posting the same review somewhere else and they seemed to have blocked it, so i am giving it another go. our son who is 18months and weighs a little over 20 lbs. on two seperate occasions the seat slipped out of the slot and my son fell out of the chair. i would not recommend this product!  he could have been seriously hurt, being choked by the straps when the seat fell off or hitting his chin on the seat. miraculously he was not hurt but we have stopped using the product.  also i would like to add that this product does not hold well to wear and tear. we have had our highchair for maybe a little over a year and we have scratches all over it.",12/9/2011
US,18516457,R5OHW98M3YS26,B0036EFA84,14485891,"Badger Basket Embassy Wood Baby High Chair with Tray,.",Baby,4,0,1,N,Y,"Looks great, but had issues assembling","When we put this high chair together we ran in to two issues. We had about half of it already put together and were attempting to add another piece that required a screw to go in a hole. Well, we had the two pieces perfectly aligned but the holes did not match up. My husband had to make another hole with his tools. When we finished that and had to put the little rubber pieces on the bottom, it was missing a piece, so we had to use the hot glue gun and squirt some glue in to it so that the screw would stay. It has held up just fine, but like I said, we had to do a few things to make it work. It is a great chair though!! We really love it and also love how it can be used for boy or girl.<br /><br />After all of our issues I called amazon and explained the situation. They were wonderful and gave me a credit for my next order. Way to make a cranky customer happy! :)",12/4/2011
us,48074157,r1mcn62d9ojymf,b002r84806,14656476,luvable friends disposable bib 24-pack,baby,5,0,0,n,y,five stars,great for traveling or keeping in your bag for dinners out. the crumb catcher is awesome.,7/8/2014
us,34626200,r128s1zv3snuql,b004bj1qx6,14660535,kidsline ark animals musical mobile (discontinued by manufacturer),baby,5,0,0,n,y,awesome,it was excatly what i want it. my son enjoys it everytime he is in his crib<br />and i get to relax<br />thank you.,8/17/2013
us,19698920,r3gaq5gtu1rbpu,b00hcdgfzw,14669354,the original swaddleme adjustable infant wrap,baby,5,0,0,n,y,snug as a bug,i swear by these swaddles! i started using them with my first child and was so happy to see they came in a premie size for my second. my kids have to be wrapped tight to make it through the night. i feel safe using these over a flannel blanket or muslin. they are easy to put on and stay put. i love the variety of colors and patterns as well.,8/1/2015
us,34168751,rc4gyrk0cu9gq,b004j35ke0,14755905,timi & leslie dawn 7-piece diaper bag set,baby,5,1,1,n,y,i love using this bag,so much room and such style! i love using this bag. it holds all the essentials plus extras. i adore the stroller straps but worry about how heavy the bag may be...i will update as time goes on. so far the bag has held up perfect!,12/7/2014
us,47657934,r3p2gar8wsjw93,b005oibft8,14775442,athena leila 2-drawer changer,baby,4,1,2,n,n,really nice crib and dresser,the crib is beautiful the only thing is you can see screws which is why i gave it a 4 star. it is very solid and easy to put together my dad put it together himself in under 2 hours and that was with pausing to take a break! the dresser is nice and sturdy. definitely can not wait to see my son in it.  what is also great is it included the toddler rail at no extra charge.<br /><br />would totally recommend.,3/14/2012
us,17093019,rha6xxqcp7vfj,b003bq9jti,15573294,"world of eric carle, the very hungry caterpillar wood pull toy",baby,3,0,0,n,y,excellent product and service...,"the product and service are excellent, but my grandson just wasn't very interested in it.  it was pretty boring.  the only thing it does is roll.",11/17/2012
us,28526965,r2hyotojdcsdp4,b00ahg8fng,15769183,planet wise zipper bag,baby,2,3,4,n,y,needs a new design but good materials,nice bag and loved the fact it was made in usa big problem is the zipper. there is a gap between the end and the closure. i would not recommend this for anything that could spill crumbs or that could dry out.,12/7/2014
us,12840896,rndraod2v8dra,b0028fujow,15868704,baby shower lotto game cards (1-pack of 24),baby,4,0,0,n,y,have not used yet.,"the cards look nice, but won't be using them until august. i will be using them for a baby shower.",4/20/2013
us,23255441,r3tbrd9im8jecv,b007r56yec,16279205,cloud b tranquil,baby,5,0,0,n,y,love this turtle,love this turtle.  my son falls asleep to it for every nap and at bedtime.  works like a charm.  the waves are really cool.  i would definitely recommend this.,9/29/2014
us,14785329,r1zpeqx2x7g79j,b007r56yec,16279205,cloud b tranquil,baby,5,2,2,n,y,amazing,not only does my 1 year old like this but me and my boyfriend do too.<br />i have nothing negative to say at all,7/6/2013
us,17019143,r2lxfnwudtas4a,b00doguz3y,16368702,alvababy baby cloth diapers one size adjustable washable reusable for baby girls and boys 6 pack + 12 inserts,baby,5,0,0,n,y,cute and soft,"these diapers are super cute. they started fitting my baby when he was about 9 lbs, and the patterns are just stinking adorable. they're very soft to the touch. i love that they have all snaps and no velcro. they're a good start to a cloth diaper collection.<br /><br />these sometimes leak around the leg seams, but it may be an issue of my son's shape. i'm not certain yet - we'll see as he gets bigger. for now, i recommend them.",12/27/2014
us,2885991,r1bh9feoe95tee,b00gzhq54w,16439166,"olivia huge eiffel tower paris city france wall decals vinyl removable wall stickers graphic art for living room bedroom office house design home decor (black, 23.6 x 42.5)",baby,5,0,0,n,y,great looking wall,my grandaughter loves this on her wall she recently got her own room and now it is all decorated in paris love love love this on the wall,3/9/2015
us,23500224,r2yxicfkkjobfa,b001i463gm,16648479,joovy room portable playard,baby,5,0,0,n,y,so much space for baby!,"i love how much space this gives my precious baby! all the other playpen s were so expensive and tacky colored. black never goes out of style and this was perfectly priced! now i have a safe place for my little mover while i wash dishes, vacuum, etc! a perfect buy for stay at home moms!",4/15/2013
us,6016213,r2t1efavgle9r8,b005mjwwyg,16648479,joovy room portable playard,baby,5,0,0,n,y,"i love, love","i love, love, love. this was a great buy for my now 7 month old who is a bit on the chunky side. it is very spacious giving her plenty of room to roll around and play with her toys. easy to put together and break down which is a great plus and the travel bag is awesome. my only thumbs down is just i wish the padding was a little bit thicker. my daughter likes to kick and sometimes i think she may hurt her little feet on the firm bottom.",2/27/2015
us,13767073,r2akfbv0yivkct,b001i463gm,16648479,joovy room portable playard,baby,5,5,7,n,y,i'm in love.,"my daugher is 26 months old and still sleeps in her crib (which apparently is really unusual).  we had the traditional graco pack n play when she was younger to use while traveling.  since she's grown to 34 inches we've tried a tent, air mattress, etc only to have a rotten time on vacation because she wasn't sleeping well.  for our upcoming beach trip we planned to literally take apart her crib at our home and bring it with us!  enter the joovy playard.  as you know, a child as tall as my daughter doesn't fit in a regular sized pack n play.  but with the joovy, she has plenty of room.  i debated between the joovy room 2 ultralight but it is a square foot smaller and since every inch counts with us, we went with this one and i'm so glad i did.  she can lay side to side or diagonally if she wants more space.  the sides are not super tall (compared to a child her age) but she doesn't try to climb out.  i think she likes the comforting boundaries she is used to with the crib.  we are expecting another little one in july and this is the only pack n play we will need.  when the new baby is small, it can be used as a playard or sleeping area and will definitely last until their twos if needed.  if i had to do it all over again, i would just buy the joovy.  yeah, it's heavy but so is our other pack n play and it's not nearly as big.  great buy!  thanks joovy!",4/20/2013
us,31976204,r2dvz1g4k1p9le,b001i463g2,16648479,joovy room portable playard,baby,5,0,0,n,y,love the joovy room2 play yard,"this play yard was even nicer than i expected. you can see the 4 legs for support, but there is also more built in support underneath.  the construction is heavy duty yet not heavy.  setup takes less than a minute and there is lots of play room.  you could easily put more than one child in the play yard and still have plenty of room for toys. it also comes with a nice soft cotton blend sheet. this play yard is the best quality i have seen and i am very pleased.",3/18/2012
us,23616337,r1vux0bshf33u2,b003n49ml8,16896004,nuby 2-pack 10-oz no-spill flexi straw cup,baby,1,0,0,n,n,one star,extremely poor quality! the lid broke when my toddler dropped it! stay away from this.. dont waste your money..,4/14/2015
us,47788815,r1cks1bb56x27f,b003n49ml8,16896004,nuby 2-pack 10-oz no-spill flexi straw cup,baby,4,0,0,n,y,so far so good,so far my kiddos love these cups.  they are not leaking yet and hold the perfect amount of liquid.  so far so good.,1/2/2015
us,293714,rmu6fqtb4k84i,b00cxviulk,17074518,summer infant 3-stage superseat deluxe giggles island: positioner,baby,5,0,0,n,y,we absolutely love it,i absolutely love it n so does my 4month old daughter faith,4/14/2015
us,52164632,r28bluj8launej,b00l2kksy0,17083265,"wool dryer balls - 100% premium organic felt wool dryer balls (xl, handmade, eco-friendly, baby safe, all - natural fabric softener) pack of 3 - perfect for baby gift baskets. use with cloth diaper laundry detergent for superior softness.",baby,5,0,0,n,y,love these- no need for dryer sheets,"love these- no need for dryer sheets, i put a drop of lavender essential oil on mine if to make my laundry smell fresher and i really feel it cuts down on drying time!",8/17/2015
us,5017927,r3346s6h6gqoob,b00cx6eqae,17098486,towelhoodies baby hooded towel for beach and bath,baby,5,0,0,n,n,love these towel hoodies!,i absolutely love these towel hoodies! what is better than a one of a kind and personalized hand made towel hoodie for your little one?! these hoodies are so comfortable and durable- i have washed it and still the quality holds up! i love giving my 1 year old a bath and wrapping her up in these towel hoodies after- it's soft on her skin and is big enough to wrap her up in it! the quality of these hoodies are amazing and they also make an awesome gift! melissa really has found her nitch- i would encourage everyone to buy one of these. it is well worth the money!,8/28/2014
us,1571692,r2nz28j87j0wf8,b00f9q3fqg,17186986,"britax roundabout g4 convertible car seat, silverlake (prior model)",baby,5,2,2,n,y,riding in comfort with all smiles,"i bought the britax roundabout for my 1 year old grandson. his father and mother were very impressed with the fit and safety rating. so impressed they ordered one, for one of their automobiles. grandson rides comfortable and happy.<br />thanks britax",8/28/2014
us,326057,rk8tb6kd3znt7,b007uk1cby,17201583,4moms 2014 mamaroo,baby,5,0,0,n,y,lifesaver!,"i tried using both a bouncer and a swing for my colicky 2month old, but neither seemed to work. although the mamaroo is a little pricier than swings/bouncers, it sure is worth it. my daughter loves being on it. highly recommended.",3/4/2015
us,43334680,r3uy64pmm1ks04,b007uk1cf0,17201583,4moms 2014 mamaroo,baby,5,1,1,n,y,used in our nicu,i work in an nicu and this is our favorite swing. it is given to our fussiest babies. the different options including some pretty fast motions and mimic a person. i feel it is does work like a person as these swings and being held by a person are what works best for the fussiest babies compared to more traditional swings. as an rn (like a mom) i can't carry the babies 24/7 so this swing works wonders. plus you can operate it with your feet if you have your hands full so that is helpful. haha.,6/26/2015
us,12708056,r1tdjs70hwa2p,b007uk1cf0,17201583,4moms 2014 mamaroo,baby,5,4,7,n,y,pricey but worth it,"this is not an eye sore of a toy compared to the other chairs and bouncers in my opinion.  it's not too loud, and it will fit my big baby (76 percentile) unlike the other chairs which is looks to be too long for.  i also like that it was very easy to put together, and appears easy to take apart.  i saved the box it came in to that once the baby is not using it anymore i can easily store it for my next babe.  i went with the grey to save a bit a money as this is a pricey chair but i think it's made much better than the others out there.",1/14/2014
us,48483180,rcc4cie3cqw5j,b004ahmcly,17391915,sassy developmental sensory ball set,baby,5,0,0,n,y,five stars,great toy for curious little hands!!,6/18/2015
us,9938353,r39uc10qw59m88,b004ahmcly,17391915,sassy developmental sensory ball set,baby,4,0,0,n,y,sensory balls,i got this as a gift for my infant. she chews on them and seems to enjoy playing with them!,2/6/2014
us,23189317,r232kgo5dsxac3,b00ktw1gs4,17576967,"evenflo compact fold high chair, carolina",baby,1,1,1,n,y,not happy,"i have had this highchair for a few months and wish i did more research before buying. the cover does not come off so you can't wash it and wiping it down is not enough. also, you need 2 hands to put the tray on. the tray usually doesn't allign right and takes some time to get it right. i thought the highchair came with a 5 point harness but does not. my baby slides and falls to the side while eating. this causes her discomfort since her arm gets all red from being pinned to the side or stuck hanging over the chair. wishing i bought another highchair 馃槙",5/3/2015
us,31477396,r1koaymddh9j7z,b006moxv04,17931984,playtex genie on the go dispenser diaper (discontinued by manufacturer),baby,5,0,0,n,y,no more stinkies,i've begun using this instead of the giant genie.  each stinky diaper is safely sealed and thrown away.  i've hung it above the trashcan for convenience.  i've got one in the diaper bag too.  it really helps with my older son's pull ups too.,11/25/2012
us,23291902,r34d56cknw8omr,b00awjhcdw,18008442,squooshi 4 count reusable food pouch,baby,5,0,0,n,y,perfect for giving smoothies to toddler,"i got tired of the poor quality ingredients in over priced squeeze pouches, but loved the convenience of being able to pass my busy 18 month old something nutritious that he could feed himslef. but what i really wanted was to use food i made... and found these. now after i make my smoothie in the morning i poor some into one of these for him and pass it along to him to eat while i finish getting ready. yeh!  i can even hide green ingredients in here without him suspecting.  they will leak if he throws it on the floor from his highchair, but can't blame the product.  much easier to wash than i would have guessed.  best baby find of the year.",7/9/2013
us,35865051,r3it0glolucwk8,b00awjhcdw,18008442,squooshi 4 count reusable food pouch,baby,5,1,2,n,n,squooshi products,"these are great.  fun for our kids, convenient to have around the house and less costly than continually buying the disposable pouches.",1/8/2013
us,15718142,r31w59jlp1unpf,b00awjhbss,18008442,squooshi 4 count reusable food pouch,baby,2,0,0,n,y,"these were pretty pointless, although a great idea","these were pretty pointless, although a great idea, its hard to fill them and hard to clean them and they didn't last very long.",12/6/2014
us,45913994,rd0kyyy4vop84,b00awjhcdw,18008442,squooshi 4 count reusable food pouch,baby,5,1,2,n,y,these have been a life saver!!,"works great for my 15 month old, should have bought them sooner!! my son started refusing to be spoon fed at times but will take these pouches :) after a couple uses i find them easy to fill and clean and i love that i can feed my son healthy food that i have made. i hesitated to buy these and am so glad i did, they have paid for themselves in the few weeks we have been using them!",2/6/2014
us,15145560,r2nbnar555hsqa,b00mi1gkyy,18035261,daily deal - labor day deal babyfirsttv soft plush toy baby shower gift toys deals big plush toys - baby gift - new baby gift - plush animals - teddy bears - baby toys - plush puppets - baby first tv gift ideas sale - daily deal 2015,baby,5,0,0,n,y,absolutely adorable. soft and cuddly,this was for my grandson and it was absolutely the hit of his christmas gifts.  absolutely adorable.  soft and cuddly.  so glad i ordered it.,12/29/2014
us,12065127,rym6706ulinfs,b00lp500b8,18404333,baby buddy deluxe security harness,baby,4,11,14,n,y,great for safety.,good harness.  my 2 year old grandson didn't like it when we took him to mexico.  it was helpful in the airport and in between layovers to give him a chance to walk/run around at his pace.  .  it took me awhile to figure out the straps as the directions were lacking but i was able to find a youtube instruction page that helped a lot.,12/2/2014
us,13561435,rbjc00bnihfyu,b004cl9yzu,18581352,"munchkin easy-close metal gate, white",baby,5,0,0,n,y,love it!!,i purchased this gate for my boston terrier.  it works great because there is nothing for him to put his back legs on to climb out like the other gates.,8/12/2012
us,37192993,rrglbhm7du76k,b006qh45bg,18605043,"baby jogger 2012 city mini gt single stroller, shadow/green (discontinued by manufacturer)",baby,5,0,0,n,y,love this stroller!,"with my first son, i was afraid this stroller would be too heavy and bulky, so i went with a different 3-wheel option, and regretted it. with my second, we purchased this stroller and could not be happier for several reasons:<br />- it's very easy to assemble<br />- it maneuvers easily<br />- the ride is extremely smooth<br /><br />as to the complaints in other reviews about it being difficult to use the basket under the seat when the seat is reclined, this is somewhat true, but a small con given the many pros. i can, however, still easily fit a couple of (plastic) bags of groceries into the basket (from the rear or side) without disturbing my son even in the reclined position.",5/22/2014
us,24715776,rpm9rhxmm35wf,b004ytnd5m,19010570,liam llama 11 by douglas cuddle toys,Baby,5,0,0,N,Y,"... say had a message from Calofornia saying my grandson loved it, so thats good enough for me","all i can say had a message from Calofornia saying my grandson loved it ,so thats good enough for me",4/26/2015
us,33429883,r2qcljqldhys1z,b004ytnd5m,19010570,liam llama 11 by douglas cuddle toys,Baby,5,0,0,N,Y,cute!,"Cute, unique print",2/3/2015
us,4567422,r17bmkmt5mrzit,b004ytnd5m,19010570,liam llama 11 by douglas cuddle toys,Baby,5,0,0,N,Y,it's a llama!,Nice quality for a stuffed llama I guess!  My kid loves it any ways!,1/29/2015
us,31009752,r3biayu9tfnj31,b00wfbnyyq,19029223,bundle gripe water & baby zzz's ultimate combo! by gentle care - help baby relieve gas colic discomfort upset stomach sleepless teething so moms & babies get sleep - all natural safe & paraben free,baby,5,1,1,n,n,top quality,happy baby now. thanks. great quality,5/26/2015
us,43011425,r1vtq8e949281j,b00l18n1he,19124313,"nuby 2 pack no spill cup, 10 ounce,",baby,5,0,0,n,y,five stars,best sippy cup,3/28/2015
us,50077028,r3lfybyudgejg4,b004hwxcjs,19241998,medela pump in style advanced breast pump,baby,4,0,1,n,y,worth the money,"expensive, but worth the money. after about 9 months of use every day, the suction from the pumps seemed to reduce, but it lasted for that long, so i am glad",4/14/2013
us,19482694,r11rvzv7zjtmw6,b004hwxcjs,19241998,medela pump in style advanced breast pump,baby,5,0,0,n,y,wonderful,"i can't comment on this brand compared to others, since this is the only one i have used, but i was solely breastfeeding and went back to work 10 weeks after giving birth. this product was a lifesaver.  and with the hands-free bra (you have to buy separately, but worth the extra $25) let's you pump both sides at the same time.  makes pumping a lot faster and easier.  highly recommend.<br /><br />update: i have noticed that on one side milk is leaking out the bottom of the shield (the funnel part).  i did a little poking around online and apparently the size of the shield can lead to leakage (which is really frustrating if you're producing just enough milk, it's like leaking liquid gold.)  going to try another size to see if that makes a difference.",10/11/2013
us,29288783,r11wreia7ox0yv,b007ff3zog,19619462,evenflo bebek 2 count bottle,baby,5,9,9,n,n,best bottles to date!,"we recently had our second child and used dr. browns exclusively with the first child. both of us were concerned with colic and too much gas in our son's stomach. for our second child we started using bebek. here are a few things i have noticed as a dad that makes a world of difference:<br /><br />1. the venting is identical - or at least we cant tell a difference -<br />2. less parts!!! i need to say that again...less parts!! for all you parents out there who have struggled putting together the dr browns pieces - there really is relief!<br />3. great bottle shape and more comfortable<br />4. fast feeding!! love this - dont get me wrong, i love to bond with my daughter while i feed her - but with other dr b it would take us at what felt like a very very long time!<br /><br />just my 2 cents!!",11/12/2012
us,14377377,r2tnkqc2cqcj22,b001mtelik,19632877,safety 1st crystal clear nursery monitor,baby,1,1,1,n,n,static!!,"i spent so much time trying to place this monitor in a location where it doesn't play static. the amount of static varies based on whether it's plugged in (more static) or using battery power, where it's placed on the table, and whether or not you're touching it. it's so aggravating that i find myself relocating so i can hear my son myself rather than listen to the annoying static. i'm currently on the market for a new one.",1/3/2013
us,23456382,r57q1qq6eluzr,b003g2yusw,20165375,"fisher-price talk to baby digital monitor, white/blue",baby,5,1,1,n,y,really nice moitor!,it is just right for my needs to keep an ear on the kids. lasts good and battery works great!! it is clear and the volume switch is good.,3/13/2012
us,454655,r3vqolf2q3f2f7,b00swi9wds,20354547,baby reuseable washable pocket cloth diaper 6pcs,baby,5,5,5,n,y,keeps clothes dry,i love the minky for the price it is worth it no leaks no rashes ( super diligent on changing diapers often) does the job well without being ultra pricey,8/15/2015
us,22647719,r50nfh8cw180l,b00swi7dru,20354547,baby reuseable washable pocket cloth diaper 6pcs,baby,4,1,1,n,y,would buy again,overall i'm very happy with this purchase. the diapers are great and i was pleasantly surprisdd when i recieved them sooner than anticipated. if i had one suggestion it would be for a more customizable selection of designs.,6/9/2015
us,45709740,r3uzn7lma28u1d,b000u5fot2,20458458,north states superyard 3 in 1 metal gate,baby,5,0,0,n,y,so many configurations,i bought two of these. i've configured it so many different ways to keep my child safe. i make an octagon like the picture. i've used two in parallel from wall to wall in my living room. i used half to cover the kitchen area. easy to build. no tools necessary. endless configurations. i've had it for 4 years. still looks new.,1/14/2014
us,34454592,r1jig55z8yt5vx,b000u5fot2,20458458,north states superyard 3 in 1 metal gate,baby,5,0,0,n,y,love it,we used this gate to block off our tv and dining room.  easily positionable and easy to install.  love it.  well worth the cost.,11/25/2012
us,10975901,r39014pteesrr7,b00tx34s7g,20718906,"graco high back turbo booster seat, rock out",baby,5,0,0,n,y,five stars,it is a good car seat and my son loves it!!!!,4/26/2015
us,33882536,r3v3z0258ph9p4,b0054hsvge,21145682,"safety 1st transitions baby crib and toddler mattress with high-density thermo-bonded core, water resistant, greenguard gold certified, white",baby,3,1,2,n,y,very firm on both sides,"wow - just like the other reviews have stated this bed is like sleeping on a sheet of plywood.  there appears to be no difference between the baby side and the toddler side, they are both as firm as a sidewalk .",7/31/2015
us,11808532,r2822r7kgguu41,b00dclxpug,21390007,"baby aio washable reusable adjustable one size cloth pocket diaper , cow",baby,5,0,0,n,y,wonderful diapers! a+ i love this brand!!,"i've tried several brands and these are by far my favorite. they feel amazing, wash up like new & i've never had 1 leak (unlike others). for the price it's silly not to try them. i don't think you'll be disappointed.",2/20/2015
us,39962274,r2ux8p2atpviq0,b00d40w3yo,21506828,"peg perego usa car seat travel bag, black",baby,5,0,0,n,y,five stars,"easy to use, fits car seat with base",1/29/2015
US,50755880,R197T5NMZ6NV7V,B0042TO3NK,21803708,wubbanub infant plush toy pacifier giraffe,Baby,5,0,0,N,Y,Five Stars,A life saver!,5/19/2015
US,7425643,R24HV2DYWFAC7A,B0042TO3NK,21803708,wubbanub infant plush toy pacifier giraffe,Baby,5,0,0,N,Y,Amazing. SO AMAZING,Amazing.  SO AMAZING.  My little guy sleeps with this every night and he has for the past 17 months.  We bought a spare just in case!,3/17/2015
US,44429304,R22BG6C69DOYV2,B0042TO3NK,21803708,wubbanub infant plush toy pacifier giraffe,Baby,5,1,1,N,Y,Can't live without.,As a very young infant I would say helpful but could live wo.  As our daughter became 2 months old we seriously could not make it a day wo.  The pattern is interesting for development.  The stuffed animal makes so you don't have to put their pacifier back in 60 times.  They will just hold on themselves.,12/30/2012
US,563757,RSKFJBCQWVSJ8,B0042TO3NK,21803708,wubbanub infant plush toy pacifier giraffe,Baby,5,0,0,N,Y,Great soft toy and pacifier,Great idea for a pacifier .... Keeps it from falling  and a soft animal for baby to hold,4/5/2015
US,40262710,R2K515GD5ZWP2O,B0042TO3NK,21803708,wubbanub infant plush toy pacifier giraffe,Baby,5,1,1,N,Y,Baby loves it!,"Great way to make a soothie even better! I wanna buy some more of those. Pricey tho! Cute, fun and baby loves it!",4/11/2013
US,31445087,REJKS0UBLODPA,B0042TO3NK,21803708,wubbanub infant plush toy pacifier giraffe,Baby,5,0,0,N,N,Have to buy another giraffe because my daughter can't sleep ...,Have to buy another giraffe because my daughter can't sleep without it and we just lost it at the grocery store. Lesson learned and I'm buying 2 so we have one for back-up,3/7/2015
US,19970346,R1Z5DCYE4KK1GH,B0042TO3NK,21803708,wubbanub infant plush toy pacifier giraffe,Baby,5,1,1,N,Y,Best pacifier ever!,"I loved that my baby can hug the small stuffed animal and tuck the pacifier. She loved it. It is machine washable and as soon as you take it out, it does not really need to be dried as it is dried already and is ready to be used.<br />I thought it was a bigger giraffe and was disappointed at first to see it so tiny, but I believe it is the appropriate size for an infant not to choke on. It is a pricey ($13-$14 ea.). Wish it was half price, and wish I could replace pacifiers on the stuffed animal, but can not, since it is sewed with stitches to the giraffe.<br /><br />BabyHaven is really professional and nice. When I received other regular Soothie pacifiers in damaged boxes, they offered to send me replacements for free. Hoping to receive them soon by mail.<br />----------------------------------------<br />Edited April 8, 2013:<br />I now have an Amazon Prime Membership with my Amazon Mom membership, I receive everything in 2 days and can return items with no hassle. Back when I bought the Wubbanub and Avent Soothie Pacifiers from BabyHaven, I thought they proposed to send me free pacifiers to replace the damaged packages I received but they did not and wanted me to pay for the return shipping rate. They said since product is not damage it is my responsibility. They tucked 6 Avent soothie pacifiers and 3 wubbanub pacifiers in one small bubbly envelop!!! The Avent Soothie's package was ruined but they did not care.<br />They were not so professional what so ever.<br /><br />We are treated better when we get the Prime Membership as we deal with Amazon directly versus with the seller. Packaging is better, as they send in a boxes even small ones versus in an envelop that gets ur package damaged from shipping.<br /><br />Would still recommend the product though. My daughter stopped taking the pacifier around 4 months, but she loves to play with the tiny stuffed animal and chew on it sometimes :) So cute!",12/21/2012
US,19256369,R2TEJGQXPZ2CZH,B0042TO3NK,21803708,wubbanub infant plush toy pacifier giraffe,Baby,3,1,2,N,Y,"Excellent concept, but cheaply made...","I really love the concept of this toy/pacifier. And I love how many models you can choose from! It is such a good idea to combine a pacifier with a plush toy. So cute, and so convenient to take in the car, or to give baby at night. I agree with people who say that the pacifier doesn't stay long in their kid's mouth: my baby, too, pulls the pacifier out of her mouth because she keeps grasping and playing with the giraffe. But that's ok with me, as long as she is having fun with it.<br /><br />However, I have to complain about the poor quality of this item:<br />- I saw someone writing that the plush looked like a happy meal toy. Yes, it does, indeed! It is soft enough for my baby to enjoy, but I still feel that for the price it could be somewhat nicer.<br />- The pacifier is not the best. The shape is actually pretty bad. The base of it shouldn't be round and have a 'cut-out' for the nose, like most other pacifiers do.<br />- I HATE that the plush doesn't detach, it makes it so much more difficult to wash. I would actually have liked it if you could detach the plush to wash it, and why not re-attach it to any pacifier, so that you could change the color of the pacifier, upgrade for a 6+ month pacifier, replace it when it is damaged, etc. I get that they don't want you to buy another brand of pacifier, but couldn't they at least make a system where you can remove and attach to this brand of pacifiers, and sell separate pacifiers and plush toys? Kind of a 'mix-n-match' concept? That would be sooooo great!<br /><br />Would these points be solved (and they are easily solved), it would be one of the best items on the market for a young baby. I also bought one for my godson and he loves his so much, too, but his mom has the exact same issues than I do. Anyhow, I don't regret my purchase but hope that Wubbanub will make this product better before I have another baby...",3/23/2013
us,49794224,rwqjf5gw7z9r7,b0042to3nk,21803708,wubbanub infant plush toy pacifier giraffe,baby,5,0,0,n,y,adorable!,i was a little surprised when i received this in the mail of how small it really is.  they look so big when the babies are holding them.  it is absolutely adorable though!  soft and nice and light so the babies won't have a problem hanging on to them.,6/11/2013
US,36349668,R2PZ6QMPP4PL08,B0042TO3NK,21803708,wubbanub infant plush toy pacifier giraffe,Baby,5,1,1,N,N,Lifesaver!,I wish I would have bought this sooner!  It's a life saver if you have a child who is pacifier dependent!  If your child spits it out while driving  You can find it with ease and stick it back in their mouth.  Plus it acts as a stuffed animal helping them sleep better at night.,3/9/2013
US,19058,RMVV1AWSX20C4,B0042TO3NK,21803708,wubbanub infant plush toy pacifier giraffe,Baby,4,0,0,N,Y,too cute.,I'm still pregnant so I haven't got to use it yet but hopefully it holds up and stays together well. I guess it's a little on the expensive side for a pacifier but it was giraffe and I couldn't pass it up!,9/1/2013
US,20873794,RNSYQXYE5DSI6,B0042TO3NK,21803708,wubbanub infant plush toy pacifier giraffe,Baby,4,0,0,N,Y,Nice to help with gripping,Love this! It makes the ugly pacifiers look nice! It is about the size of the ty beanie babies. The only thing I do not like about this is the pacifier part. The pacifier is a circle that has no cut out for the nose but for the price of this I made my daughter get use to it now she uses it all the time. She got it when she was a couple weeks old and she is now 2 months.,9/10/2013
